"last name","first name","birthdays"
"Morris","Madeleine","1967-11-08"
"Morgan","Rufus","1969-03-22"
"Morgan","Joelle","1981-06-29"
"Morgan","Christopher","1971-03-22"
"Morgan","Steven","1968-09-05"
"Morgan","Matthew","1985-08-05"
"Morgan","Dorothy","1964-02-16"
"Morgan","Carolyn","1945-06-07"
"Moreno","Willie","1973-09-05"
"Moreno","Jordan","1968-08-05"
"Moreno","Joel","1960-07-03"
"Moreland","Andrew","1957-09-20"
"Moreland","Tiffany","1940-12-30"
"Morehead","John","1981-12-10"
"Moran","Philip","1979-06-21"
"Moran","Larry","1947-05-16"
"Morales","Miguel","1944-04-09"
"Moore","Glenn","1956-03-31"
"Moore","Michael","1980-03-25"
"Moore","Edna","1958-08-01"
"Moore","Susan","1973-01-13"
"Moore","Betty","1965-06-19"
"Moore","Bryan","1946-06-11"
"Moore","Kayla","1969-05-05"
"Moore","Alicia","1969-04-20"
"Moore","Roy","1984-10-06"
"Moore","Michael","1959-03-08"
"Moore","Peter","1951-07-16"
"Moore","Leonard","1980-05-07"
"Moore","Ronald","1966-09-16"
"Moore","Patricia","1954-01-28"
"Moore","Eula","1950-06-15"
"Moore","Sandra","1982-10-03"
"Moore","Mary","1956-11-07"
"Mooney","John","1985-06-24"
"Mooney","Linda","1969-06-05"
"Moon","Stephanie","1955-08-14"
"Montoya","Duane","1950-10-12"
"Montoya","Mary","1975-05-04"
"Montgomery","Dolores","1984-05-07"
"Montez","David","1956-04-12"
"Montes","Jason","1973-07-30"
"Montemayor","Aron","1955-04-22"
"Monroe","Robert","1952-03-11"
"Monk","Jeffrey","1978-02-21"
"Monday","Clarence","1975-07-15"
"Moll","Joseph","1965-12-22"
"Molina","Clayton","1962-06-21"
"Molina","Pearl","1947-02-12"
"Moise","Abraham","1953-01-13"
"Moffatt","Dean","1946-02-14"
"Mobley","John","1958-10-04"
"Mize","Timothy","1960-05-23"
"Mitchem","Susan","1971-12-26"
"Mitchell","Milagros","1980-07-06"
"Mitchell","Allan","1956-08-02"
"Mitchell","Sherry","1973-10-10"
"Mitchell","Amanda","1952-01-28"
"Mitchell","Silvia","1967-08-25"
"Mitchell","Alexander","1952-07-31"
"Mitchell","Frances","1966-02-05"
"Mitchell","Juan","1971-07-27"
"Mishler","Lawanna","1951-03-28"
"Miranda","Tanisha","1973-11-20"
"Miracle","Keisha","1952-10-18"
"Minton","Wendy","1978-01-02"
"Minor","Tawnya","1978-02-08"
"Minor","Stuart","1967-07-28"
"Mincey","Sheila","1952-10-20"
"Milone","Deanna","1940-12-02"
"Milner","Tommy","1968-12-13"
"Mills","David","1961-03-20"
"Mills","Kurt","1973-01-15"
"Mills","Jerry","1951-09-09"
"Mills","Becky","1957-07-03"
"Milligan","Manuel","1984-02-26"
"Miller","Walter","1961-05-05"
"Miller","Vanessa","1940-02-16"
"Miller","Veronica","1981-07-11"
"Miller","Claudia","1953-10-22"
"Miller","Reba","1952-09-07"
"Miller","Phyllis","1966-03-17"
"Miller","Clare","1972-09-11"
"Miller","Estelle","1969-05-20"
"Miller","Thomas","1956-08-21"
"Miller","Kimberly","1966-08-01"
"Miller","Gale","1945-05-30"
"Miller","Juan","1982-04-21"
"Miller","Ernest","1965-08-25"
"Miller","Walter","1965-11-14"
"Miller","Jamila","1947-10-17"
"Miller","Ricardo","1953-04-29"
"Miller","Patricia","1962-05-18"
"Militello","Ricky","1952-06-12"
"Milian","Charles","1954-10-02"
"Miles","Carolyn","1941-03-08"
"Miles","Stephanie","1948-12-12"
"Miles","Odell","1948-04-20"
"Milam","Chester","1969-08-13"
"Mikel","Jarvis","1946-10-29"
"Miguel","Dorothy","1981-05-19"
"Michael","Martha","1980-02-27"
"Michael","Natasha","1959-11-27"
"Meyers","Marilyn","1965-01-10"
"Meyers","Richard","1948-10-22"
"Meyer","Robert","1978-11-03"
"Metz","John","1944-12-02"
"Metz","Amanda","1943-05-04"
"Metz","Jessie","1955-03-21"
"Metheny","Omar","1978-10-11"
"Messinger","James","1978-12-07"
"Messer","Michael","1947-07-24"
"Merwin","William","1976-11-17"
"Merrill","Nicholas","1974-06-19"
"Mercer","Annette","1971-07-06"
"Menke","Ronald","1940-09-14"
"Mendoza","Bertha","1951-04-29"
"Mendoza","George","1985-04-29"
"Mendoza","Ruby","1972-06-18"
"Mendoza","Ariel","1948-08-12"
"Menard","Earl","1965-10-16"
"Melton","Janice","1961-02-28"
"Mellinger","Dorothy","1983-01-27"
"Melin","Lisa","1957-11-25"
"Melendez","Dorothy","1946-03-08"
"Meikle","Kim","1959-07-15"
"Meeks","Monika","1969-09-24"
"Meek","Graham","1944-01-27"
"Medrano","Dortha","1953-02-21"
"Mecham","Travis","1963-10-11"
"Meas","Robert","1974-10-08"
"Meadors","Daniel","1959-04-04"
"Meador","Paul","1962-12-06"
"Mcwilliams","Rita","1966-12-06"
"Mcvey","Carolyn","1964-07-25"
"Mcvay","Beulah","1985-07-18"
"Mcshane","Jason","1955-12-03"
"Mcneil","Diana","1941-07-11"
"Mcneil","Rodney","1972-05-12"
"Mcneil","Ruthann","1958-02-21"
"Mcnear","Mike","1941-10-10"
"Mcmullin","Sylvia","1975-01-28"
"Mcmorrow","Nelson","1942-07-04"
"Mcminn","Reginald","1947-03-26"
"Mcmanus","Thomas","1980-11-09"
"Mcmahon","John","1949-05-29"
"Mclellan","Matthew","1948-10-20"
"Mclean","Julio","1954-03-28"
"Mclean","Wesley","1955-10-01"
"Mclaughlin","Cleo","1955-09-11"
"Mclain","Kevin","1952-11-03"
"Mclachlan","Bruce","1952-01-06"
"Mcknight","Stephen","1957-11-18"
"Mckinnon","James","1968-07-01"
"Mckinnon","Jacquelyn","1966-02-01"
"Mckinney","Ebony","1977-05-27"
"Mckinley","Teresa","1954-01-13"
"Mckenzie","Juana","1979-02-03"
"Mckenzie","Lisa","1944-01-05"
"Mckenzie","Roger","1960-09-06"
"Mckenzie","Rose","1954-06-06"
"Mckee","Tiara","1960-03-11"
"Mckean","Elizabeth","1946-12-21"
"Mcintyre","Stephen","1982-05-07"
"Mchenry","Margo","1944-02-17"
"Mcgrath","Mariela","1967-01-28"
"Mcgrath","Maria","1978-06-06"
"Mcgovern","Beverly","1961-05-26"
"Mcgee","Damian","1946-09-21"
"Mcgee","Anthony","1957-09-27"
"Mcgee","Rosemary","1970-10-26"
"Mcfarland","Michael","1952-09-11"
"Mcfarland","Laura","1962-10-06"
"Mcentire","Joe","1982-04-10"
"Mcdougall","Robert","1965-08-21"
"Mcdonough","Anna","1948-08-09"
"Mcdonough","Barbara","1941-10-03"
"Mcdonnell","Coy","1951-09-17"
"Mcdonald","James","1962-07-09"
"Mcdonald","Oma","1969-05-07"
"Mcdonald","Kenneth","1967-03-18"
"Mcdonald","Marie","1966-03-12"
"Mcdonald","Gary","1950-03-12"
"Mcdonald","Joshua","1973-07-05"
"Mcdonald","Rose","1953-07-05"
"Mcdevitt","William","1982-02-13"
"Mcdaniel","Frank","1946-07-19"
"Mcdaniel","Leona","1949-12-30"
"Mccroy","Larry","1960-01-29"
"Mccoy","Daniel","1984-09-29"
"Mccormick","Jeffrey","1958-04-17"
"Mccormick","Leland","1943-09-17"
"Mcclung","Jefferey","1961-12-29"
"Mccluney","Michael","1982-12-29"
"Mccloud","Scott","1943-08-04"
"Mcclinton","Jason","1971-08-26"
"Mcclinton","Jon","1972-01-02"
"Mcclendon","Betty","1952-06-11"
"Mccleary","Tonya","1950-05-03"
"Mcclain","David","1973-11-12"
"Mccarty","Melissa","1958-01-17"
"Mccarthy","Kenneth","1947-09-13"
"Mccarthy","James","1961-01-14"
"Mccarley","Thomas","1985-02-06"
"Mccann","Ralph","1942-11-15"
"Mccaffrey","Martha","1941-11-11"
"Mccabe","Joseph","1968-12-28"
"Mcbride","Christine","1941-05-21"
"Mcbride","Claudia","1974-07-31"
"Mcbride","Julio","1951-07-02"
"Mcavoy","Todd","1952-01-07"
"Mcalpin","Christopher","1942-12-27"
"Mcaleer","Teresa","1979-11-06"
"Mcafee","Carlene","1940-03-21"
"Mcadory","Leland","1946-12-05"
"Mazzariello","Wayne","1980-05-20"
"Mazzariello","Saundra","1975-12-01"
"Maysonet","Patricia","1951-01-15"
"Mayo","Mary","1941-09-20"
"Maynard","Ryan","1985-06-11"
"Mayers","Elizabeth","1982-08-11"
"Mayer","Paul","1966-01-09"
"Mayberry","Frank","1978-05-05"
"Maya","Joyce","1973-11-23"
"May","Curtis","1955-03-02"
"Maxwell","Hazel","1975-09-12"
"Maxwell","Kristen","1977-09-19"
"Maxwell","Dorothy","1945-02-26"
"Matz","Steve","1974-09-25"
"Mattson","Holli","1959-06-01"
"Mattson","James","1943-04-28"
"Matthews","Barbara","1947-09-03"
"Matthews","Jessica","1947-02-24"
"Matthews","Christopher","1945-09-02"
"Matranga","Lynn","1969-07-22"
"Mathieu","Marina","1980-07-19"
"Mathews","Ryan","1953-02-17"
"Massie","Beatrice","1977-10-11"
"Massengill","Bernice","1975-01-22"
"Mason","Cynthia","1962-06-07"
"Mason","Arthur","1980-10-27"
"Mason","Linda","1976-10-22"
"Mason","Manuel","1941-09-06"
"Mascarenas","Jeffrey","1952-07-03"
"Martucci","Celina","1963-03-19"
"Martone","Thomas","1969-06-10"
"Martinez","Annabelle","1961-08-11"
"Martinez","Peggy","1969-12-12"
"Martinez","Victor","1947-07-19"
"Martinez","Edith","1961-05-13"
"Martinez","Angela","1983-05-02"
"Martinez","Herman","1969-07-11"
"Martinez","Nelson","1949-05-31"
"Martinez","Harold","1964-09-19"
"Martinez","Troy","1940-11-24"
"Martinez","Richard","1979-10-31"
"Martinez","Jamie","1969-10-01"
"Martinez","Thomas","1957-02-28"
"Martinez","Richard","1974-04-07"
"Martinez","Angelo","1972-10-14"
"Martinez","Carla","1952-06-02"
"Martinez","Natasha","1975-07-31"
"Martinez","Daniel","1944-03-30"
"Martinez","Michael","1970-03-01"
"Martinelli","Karen","1956-07-07"
"Martina","Patrick","1942-07-12"
"Martin","Travis","1982-05-01"
"Martin","Nancy","1945-04-24"
"Martin","Joann","1953-07-29"
"Martin","Daisy","1981-08-10"
"Martin","Neal","1981-02-19"
"Martin","Maria","1968-07-06"
"Martin","John","1985-03-17"
"Martin","Alfredo","1978-05-26"
"Martin","Nancy","1951-03-15"
"Martin","Brad","1965-03-15"
"Martin","Jennifer","1950-04-02"
"Martin","Laura","1950-01-07"
"Martin","Sabrina","1970-06-14"
"Martin","Dustin","1947-01-21"
"Martens","Scott","1946-11-21"
"Marshall","Arthur","1957-10-05"
"Marshall","Rosalind","1940-05-31"
"Marshall","Maxine","1967-07-18"
"Marshall","Martha","1969-07-06"
"Marshall","Bonnie","1977-10-15"
"Marshall","Susan","1944-08-03"
"Marshall","Samantha","1977-10-18"
"Marsh","Nona","1940-01-03"
"Marquez","Debbie","1946-07-30"
"Markus","Daniel","1940-02-02"
"Marks","Jamie","1955-03-23"
"Marks","Martha","1946-08-15"
"Markley","Clarita","1981-09-29"
"Mariscal","Bessie","1945-01-09"
"Marion","Michael","1960-07-04"
"Marinez","Marjorie","1963-01-27"
"Mariano","Teresa","1955-10-09"
"Mares","Candace","1982-02-13"
"Marcus","John","1968-09-16"
"Marcucci","Robert","1980-06-28"
"Manuel","Cary","1948-11-05"
"Manuel","Barbara","1984-05-15"
"Mansour","John","1973-08-01"
"Manseau","Maurice","1971-10-15"
"Manning","Michael","1955-10-07"
"Mann","Peter","1978-04-09"
"Mann","Paula","1951-10-03"
"Mann","Scott","1981-04-17"
"Manley","Thomas","1949-09-05"
"Manley","Matthew","1980-09-21"
"Mangual","Benjamin","1949-05-10"
"Mangano","Elena","1947-10-31"
"Manfredi","Mary","1971-09-23"
"Manes","Douglas","1955-07-23"
"Malone","Michael","1948-01-24"
"Malone","Lucille","1959-06-28"
"Malone","Phillip","1969-07-08"
"Maldonado","Bernie","1951-06-22"
"Mahon","Jacob","1956-12-16"
"Mahon","Lucille","1941-02-01"
"Maguire","Jacob","1945-11-02"
"Magruder","Armando","1976-06-20"
"Maginnis","James","1958-04-10"
"Madera","Isabelle","1952-06-09"
"Mack","Ladonna","1979-08-09"
"Mack","Bill","1954-02-03"
"Mack","Maria","1970-01-05"
"Mack","Douglas","1979-04-23"
"Macdonald","Emily","1984-08-14"
"Lyons","Carol","1949-04-16"
"Lyons","Robert","1971-10-16"
"Lyons","Nellie","1972-01-07"
"Lynch","Anthony","1983-06-21"
"Lynch","Florence","1956-11-14"
"Lyman","Lucille","1976-01-19"
"Lyman","Troy","1943-11-23"
"Lyles","Albert","1940-05-12"
"Lyle","Jackie","1950-10-18"
"Lux","Philip","1981-10-10"
"Lute","Clinton","1975-06-27"
"Lusk","Stacie","1953-07-02"
"Luoma","Stephanie","1941-06-04"
"Lunn","Janet","1958-05-31"
"Lundquist","Morris","1954-04-20"
"Luna","Gary","1959-04-09"
"Lueras","Donna","1980-08-24"
"Ludwig","Maria","1957-08-11"
"Ludlum","James","1972-03-06"
"Lucy","Virginia","1954-04-17"
"Lucchesi","John","1980-05-16"
"Lucas","Joseph","1968-10-20"
"Lucas","Helen","1983-12-22"
"Lucas","Helen","1968-03-10"
"Lucas","Kevin","1940-06-12"
"Lozano","Barbara","1944-11-03"
"Loyd","Ann","1940-09-10"
"Lowry","Myra","1943-11-10"
"Lowery","Hubert","1958-02-02"
"Lowe","Catharine","1984-06-29"
"Lowe","William","1962-11-29"
"Lowe","Lula","1948-08-09"
"Lowe","Christopher","1956-09-24"
"Lowe","Douglas","1974-08-02"
"Loving","John","1957-06-14"
"Love","Gregory","1977-06-15"
"Louis","Helen","1961-12-17"
"Lott","Danielle","1944-08-29"
"Lorenz","Hedwig","1942-09-30"
"Lorenz","Betty","1960-10-04"
"Lord","Irma","1964-03-27"
"Lopez","Odessa","1971-12-23"
"Lopez","Joe","1963-04-22"
"Lopez","Gary","1958-08-19"
"Lopez","Kimberly","1954-04-17"
"Lopez","Bernard","1981-01-25"
"Lopez","Jack","1978-12-04"
"Lopez","Kum","1983-09-02"
"Lopez","Tonya","1961-09-22"
"Looney","Gwen","1950-06-12"
"Loomis","Kyle","1940-10-29"
"Longoria","John","1974-06-13"
"Longoria","John","1976-09-05"
"Longenecker","Sylvester","1960-08-28"
"Long","Ronald","1985-09-15"
"Long","Matthew","1976-07-29"
"Long","Kathryn","1955-08-13"
"Long","Garrett","1943-02-06"
"Long","Rachel","1968-12-30"
"Long","Roland","1967-01-24"
"Long","George","1940-12-21"
"Long","Larry","1976-11-28"
"London","Lanny","1969-08-27"
"Lombard","Edward","1971-05-13"
"Lokey","Roger","1957-08-07"
"Loiselle","Tracie","1956-07-27"
"Logan","Wesley","1946-03-15"
"Logan","Charlotte","1947-08-31"
"Lockwood","Linda","1958-12-20"
"Lockwood","Nancy","1942-06-20"
"Lockhart","Heidi","1974-03-19"
"Lo","Irma","1969-03-14"
"Lloyd","Nichole","1974-09-23"
"Livingston","Carolee","1970-05-09"
"Livingston","Kristopher","1949-06-16"
"Livingston","Mary","1983-09-30"
"Lively","Jamal","1980-07-08"
"Liu","Cindy","1944-07-21"
"Litton","Fernando","1951-04-18"
"Litton","Ellen","1948-12-29"
"Little","William","1977-12-01"
"Little","Raymond","1963-07-08"
"Liss","Fletcher","1980-11-14"
"Lisenby","Karen","1979-05-28"
"Liriano","Myron","1982-03-08"
"Liptak","Clara","1955-11-18"
"Linkous","Gerald","1947-04-07"
"Link","Gerald","1954-09-10"
"Link","Irene","1941-02-14"
"Linhart","Fredrick","1982-11-16"
"Lindsey","Clinton","1961-07-21"
"Lindsey","George","1947-04-19"
"Lindner","Amanda","1944-03-30"
"Lincoln","Kristy","1985-03-15"
"Lin","Joaquin","1966-07-29"
"Lima","Steven","1954-05-23"
"Lilley","Eddie","1958-09-02"
"Light","Guy","1943-06-02"
"Lieu","Levi","1962-09-11"
"Lewis","Jimmy","1978-12-15"
"Lewis","Joe","1956-10-09"
"Lewis","Martha","1980-11-30"
"Lewis","Robert","1960-12-01"
"Lewis","Sylvia","1970-01-27"
"Lewis","Cory","1948-05-11"
"Lewis","Robert","1940-08-04"
"Lewis","Stacy","1947-06-24"
"Lewis","Catherine","1971-07-24"
"Lewis","Marina","1973-09-05"
"Lewis","Patricia","1984-06-24"
"Lewis","Donald","1962-10-22"
"Lewis","Louis","1969-07-31"
"Lewis","Jose","1949-11-25"
"Lewis","Jean","1981-11-09"
"Lewis","Elena","1978-06-18"
"Lewis","Matilde","1982-08-12"
"Lewis","John","1954-11-20"
"Lewis","Robert","1974-06-22"
"Lewellyn","Irma","1955-08-06"
"Levy","Elizabeth","1982-12-22"
"Levy","Peggy","1940-12-04"
"Levi","Rey","1942-09-26"
"Leung","Earl","1943-08-07"
"Leung","Ashley","1966-06-14"
"Lessard","John","1948-01-26"
"Lerma","Gertrude","1975-09-14"
"Lepore","Nina","1943-09-04"
"Leone","Maura","1950-09-06"
"Leon","Jeanne","1948-10-21"
"Lenoir","Patricia","1984-04-11"
"Lemons","John","1956-04-02"
"Lemons","Carol","1977-11-10"
"Lemmon","Anne","1965-08-28"
"Lemke","Ricky","1962-07-29"
"Leija","Sandra","1985-07-11"
"Legendre","Bev","1953-11-15"
"Lee","Abraham","1979-04-20"
"Lee","Pearl","1959-03-12"
"Lee","Amanda","1951-09-16"
"Lee","Joyce","1967-04-29"
"Lee","Meghan","1985-11-10"
"Leclerc","Jean","1964-03-27"
"Lebron","Carol","1969-05-17"
"Leblanc","Sandra","1962-04-07"
"Leavy","Eddie","1942-07-29"
"Leanos","Esther","1970-07-28"
"Leak","Eileen","1967-12-20"
"League","Nona","1978-11-12"
"Leach","Israel","1947-03-19"
"Le","Carlos","1949-08-20"
"Lazaro","Bessie","1972-11-13"
"Layton","Lucile","1959-04-08"
"Lay","Henry","1967-01-19"
"Lawson","Danny","1963-10-18"
"Lawson","Stephen","1979-07-15"
"Lawson","Robert","1960-02-17"
"Lawson","Johnny","1982-07-17"
"Lawson","Carroll","1941-10-27"
"Lawson","Angelita","1978-03-23"
"Lawrence","Jared","1982-08-31"
"Lawrence","Derrick","1974-05-30"
"Lawrence","Gloria","1981-03-10"
"Lawrence","Marie","1977-10-04"
"Lawhon","Tracy","1948-08-14"
"Lavergne","Lorenzo","1951-11-26"
"Lavallie","Natalie","1966-07-29"
"Laursen","Richard","1967-04-14"
"Lauritzen","Kimberly","1949-07-08"
"Laughlin","Raymond","1979-12-10"
"Latorre","Carol","1945-04-09"
"Latimore","Ada","1956-05-11"
"Lassiter","Brandon","1984-11-22"
"Larson","Caroline","1974-12-20"
"Larson","Christopher","1963-05-04"
"Larson","Michelle","1946-08-28"
"Larson","Don","1952-08-22"
"Larsen","Andrew","1954-02-10"
"Larochelle","Jesse","1964-04-05"
"Laroche","Elise","1954-07-29"
"Larkin","Michell","1950-10-27"
"Lapine","Goldie","1971-03-13"
"Lantigua","Michael","1941-02-17"
"Lanoue","Beverly","1976-09-28"
"Lanier","Jason","1967-09-17"
"Langston","Dawn","1973-04-27"
"Langston","Sherry","1985-03-25"
"Langham","Anthony","1964-08-25"
"Lange","Kristen","1940-04-20"
"Lang","James","1947-06-27"
"Lang","Neil","1984-12-07"
"Lang","Sarah","1947-01-17"
"Lane","Chanel","1942-06-27"
"Lane","Hazel","1985-08-23"
"Lane","Michael","1941-08-02"
"Landry","David","1976-03-25"
"Landon","Mildred","1953-07-12"
"Landa","Larry","1944-02-20"
"Land","Susan","1941-08-29"
"Lance","Shane","1970-03-30"
"Lancaster","Gary","1953-09-12"
"Lamy","Simone","1973-12-18"
"Lampert","Mary","1967-09-09"
"Lambrecht","Richard","1950-11-24"
"Lambert","Verena","1980-11-24"
"Lambert","Walter","1946-12-27"
"Lambert","Thomas","1969-11-07"
"Lambert","Brenda","1970-11-08"
"Lambert","Elisa","1942-04-01"
"Lambdin","Roger","1970-03-06"
"Lamb","Nicholas","1944-04-06"
"Lamb","Lynn","1940-03-22"
"Lamb","Otis","1958-03-02"
"Lamb","Matthew","1954-07-30"
"Lamay","Elsie","1949-04-11"
"Lalli","Bertha","1958-08-03"
"Lake","Larry","1958-11-01"
"Lainez","Daniel","1942-10-13"
"Lahey","Christopher","1984-07-17"
"Ladd","Sharon","1964-06-27"
"Lacy","Eva","1984-10-18"
"Lacroix","Kristy","1976-09-11"
"Lacroix","Jack","1945-03-15"
"Lacher","Lindsey","1942-08-31"
"Lachance","Michelle","1969-08-05"
"Lacey","Cathy","1955-06-13"
"Lacayo","Angela","1950-08-07"
"Labrecque","Peter","1950-09-23"
"Laboy","Tina","1943-06-14"
"Kutcher","Janet","1943-11-02"
"Kurtz","Alex","1967-02-07"
"Kruse","Agnes","1976-12-01"
"Kruse","Karen","1965-08-30"
"Krouse","Mildred","1970-02-21"
"Krauss","Ada","1985-02-05"
"Kowalski","Laura","1968-01-26"
"Kowalski","Larry","1979-06-28"
"Kovacs","Harold","1957-07-07"
"Kovach","Roy","1943-04-15"
"Kostka","Anna","1969-08-21"
"Koski","Margarita","1985-12-17"
"Koontz","Paula","1968-06-26"
"Koons","Dorothy","1962-05-13"
"Kolb","Dave","1958-04-23"
"Kohler","Valerie","1968-10-15"
"Koch","Valencia","1952-12-25"
"Kobayashi","Roberta","1965-09-28"
"Knutson","Nancy","1973-02-08"
"Knudtson","Roger","1947-12-22"
"Knight","Herbert","1977-02-05"
"Knight","Amanda","1968-12-29"
"Knight","William","1948-01-02"
"Klos","William","1940-09-19"
"Klinger","Charles","1963-03-07"
"Kling","Lisa","1982-07-31"
"Kleist","Rebecca","1940-04-15"
"Kleinman","Kirk","1971-07-31"
"Kizer","Modesta","1956-03-25"
"Kittle","Reginald","1957-06-15"
"Kitchen","Kurtis","1944-08-05"
"Kitchen","Christopher","1982-05-03"
"Kish","Larry","1941-08-12"
"Kiser","Jerry","1980-09-16"
"Kirkwood","Dewitt","1964-09-11"
"Kirkpatrick","Denise","1944-06-28"
"Kirkpatrick","Coy","1942-08-08"
"Kirk","Amanda","1972-12-04"
"Kirk","Agnes","1966-02-14"
"Kirby","Brandon","1952-09-24"
"Kirby","Heather","1960-10-27"
"Kinsler","Jennifer","1969-01-08"
"Kinsella","David","1964-05-05"
"Kinney","Louise","1976-04-15"
"Kinner","Jovita","1952-03-02"
"Kinne","Kimberley","1962-03-19"
"King","David","1949-11-15"
"King","Linda","1947-12-10"
"King","Dewayne","1965-05-06"
"King","Cheryl","1974-11-26"
"King","Morris","1965-12-01"
"King","Benjamin","1979-09-19"
"King","Billy","1941-11-08"
"King","Michelle","1959-02-06"
"King","Ricardo","1948-09-25"
"Kimball","Zachary","1940-04-09"
"Kim","Michele","1969-09-26"
"Kim","Marvin","1964-11-29"
"Kilpatrick","Valentina","1941-10-24"
"Kilpatrick","Michael","1960-09-26"
"Killion","Jennifer","1958-08-05"
"Killion","Juan","1948-04-09"
"Killinger","Betty","1961-04-11"
"Killian","Ariana","1940-12-17"
"Kilgore","Eloise","1982-08-30"
"Kiker","Marguerite","1953-01-06"
"Kibby","John","1966-03-29"
"Khang","Shannon","1953-06-07"
"Key","Michael","1951-03-14"
"Kettle","Gaye","1964-02-12"
"Kessler","Asa","1982-03-22"
"Kerr","Patrice","1977-08-10"
"Kern","Paul","1973-09-14"
"Keough","Estelle","1963-03-18"
"Kenyon","Deana","1949-05-15"
"Kennon","Richard","1966-06-25"
"Kennedy","John","1979-09-02"
"Kennedy","John","1944-10-12"
"Kennedy","Ashley","1958-10-21"
"Kennard","Vincent","1959-10-22"
"Kendall","Cristina","1982-10-04"
"Kemp","Mary","1943-09-16"
"Kelsey","Michael","1962-02-03"
"Kelly","Irving","1941-05-24"
"Kelly","Gregory","1980-11-17"
"Kelly","Nancy","1945-06-23"
"Kelly","Ronald","1956-03-20"
"Kelly","Charles","1984-07-16"
"Kellum","Lenora","1960-06-19"
"Kelley","Margie","1975-01-27"
"Kelley","Ryan","1957-06-12"
"Kelley","Allen","1942-10-24"
"Kelley","Benita","1959-07-25"
"Kelley","Ed","1967-07-23"
"Keller","Manuel","1947-01-21"
"Keith","Donna","1971-10-17"
"Kegler","Staci","1984-12-07"
"Keeney","Cassandra","1981-11-11"
"Keener","Harold","1940-07-27"
"Keene","Pennie","1958-03-25"
"Keenan","Dana","1971-07-04"
"Keen","Christopher","1970-10-07"
"Keeley","Nicolette","1963-11-21"
"Keeler","Eddie","1962-01-18"
"Keeble","Linda","1984-04-14"
"Keck","Daniel","1957-07-13"
"Keating","Herbert","1971-05-02"
"Kearney","Kristina","1945-08-13"
"Katzman","Lewis","1980-10-20"
"Katzman","Sarah","1975-06-17"
"Kastner","Carolyn","1985-10-22"
"Kasper","Thomas","1959-05-04"
"Karp","Kathleen","1954-06-12"
"Karg","James","1957-07-28"
"Kane","Richard","1975-08-17"
"Kalman","Christopher","1950-01-14"
"Kahn","Guy","1969-12-22"
"Judson","John","1951-07-07"
"Jude","Cheryl","1984-12-10"
"Judd","Allan","1978-03-26"
"Joy","Sonja","1962-07-21"
"Joubert","Kevin","1955-10-03"
"Joslin","Joshua","1952-11-02"
"Josephs","Trina","1979-12-15"
"Joseph","Jeffery","1949-01-18"
"Jordan","Thomas","1942-03-07"
"Jordan","Andrea","1951-04-07"
"Jordan","Luz","1967-04-08"
"Jordan","David","1971-03-24"
"Jordan","James","1975-02-05"
"Jordan","Carol","1980-06-22"
"Jones","Wesley","1971-09-04"
"Jones","Charles","1967-11-07"
"Jones","Danny","1956-12-16"
"Jones","Imogene","1947-09-01"
"Jones","Edith","1982-07-17"
"Jones","Scott","1966-02-09"
"Jones","John","1969-02-14"
"Jones","Aaron","1960-06-09"
"Jones","Gary","1954-04-28"
"Jones","Frances","1958-12-01"
"Jones","Desmond","1980-07-21"
"Jones","Michael","1982-12-16"
"Jones","Ramon","1960-09-07"
"Jones","Lawrence","1966-11-16"
"Jones","Michael","1965-06-26"
"Jones","Marcus","1983-06-19"
"Jones","Isaac","1954-10-08"
"Jones","Carole","1967-06-03"
"Jones","Karma","1946-05-30"
"Jones","Alma","1940-03-18"
"Jones","Betty","1944-09-13"
"Jones","Jason","1972-06-27"
"Jones","Raymond","1985-05-10"
"Jones","Brett","1947-01-14"
"Jones","Jerry","1964-02-01"
"Jones","Ronald","1981-10-09"
"Jones","Esmeralda","1962-09-30"
"Jones","Ellie","1969-05-15"
"Jones","Hildegard","1941-02-14"
"Jones","Holly","1969-10-17"
"Jones","Dennis","1948-06-04"
"Jones","Mark","1949-03-03"
"Jones","Vicki","1947-12-26"
"Jones","Sue","1944-11-12"
"Jones","Jennifer","1966-06-21"
"Jones","Christina","1967-12-09"
"Jones","Tom","1967-01-03"
"Jones","Willie","1972-12-18"
"Joiner","Joan","1979-06-07"
"Johnston","Gloria","1953-06-02"
"Johnston","Pedro","1970-02-23"
"Johnston","Susanne","1977-09-07"
"Johnson","William","1953-05-30"
"Johnson","Raul","1954-11-04"
"Johnson","Marlene","1984-05-06"
"Johnson","Dion","1969-11-14"
"Johnson","James","1957-03-31"
"Johnson","Dee","1967-08-20"
"Johnson","Robert","1983-10-05"
"Johnson","Emma","1981-02-18"
"Johnson","Elvira","1983-09-24"
"Johnson","Justin","1963-08-07"
"Johnson","Neville","1956-10-05"
"Johnson","Willie","1946-09-23"
"Johnson","Alice","1956-06-02"
"Johnson","Patricia","1963-11-29"
"Johnson","Norma","1953-02-17"
"Johnson","John","1982-06-22"
"Johnson","Elizabeth","1968-12-17"
"Johnson","John","1979-02-24"
"Johnson","Tony","1983-11-29"
"Johnson","Leroy","1959-03-26"
"Johnson","Russell","1957-10-27"
"Johnson","Benjamin","1972-03-13"
"Johnson","Rick","1976-12-01"
"Johnson","Donald","1984-08-01"
"Johnson","John","1948-02-06"
"Johnson","Rocco","1976-11-30"
"Johnson","Michelle","1973-07-28"
"Johnson","William","1955-12-25"
